IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,MUS,Mauritius,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHMUS,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO, GlobalData, IWSR [2000 to 2004 missing]) 2000-2020",,3.04,,,,,,3.04,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,ZMB,Zambia,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHZMB,"Food and Agriculture Organization of the UN (FAO) 1990-1999; merged (FAO [2020 missing], GlobalData, OIV) 2000-2020",,3.07,,,,,,3.07,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,SYC,Seychelles,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHSYC,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO, GlobalData, IWSR) 2000-2020",,3.21,,,,,,3.21,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHBOL,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,3.3,,,,,,3.30,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHKGZ,Food and Agriculture Organization of the UN (FAO) 1985 -1999; National Statistical Committee of the Kyrgyz Republic 2000-2020,,3.42,,,,,,3.42,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,NIC,Nicaragua,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHNIC,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR) 2000-2020",,3.48,,,,,,3.48,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHPRK,Food and Agriculture Organization of the UN (FAO) 1961-2020,,3.51,,,,,,3.51,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHATG,"Food and Agriculture Organization of the UN (FAO) 1962-1999; merged (FAO, GlobalData, IWSR, OIV) 2000-2020",,3.55,,,,,,3.55,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHBFA,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO [2020 missing], GlobalData, OIV) 2000-2020",,3.7,,,,,,3.70,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHDOM,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,3.73,,,,,,3.73,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHKNA,"Food and Agriculture Organization of the UN (FAO) 1990-1999; merged (GlobalData, IWSR) 2000-2020",,3.98,,,,,,3.98,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,CUB,Cuba,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHCUB,"World Drink Trends (WDT) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,4.04,,,,,,4.04,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHPHL,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,4.11,,,,,,4.11,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHLBN,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,4.12,,,,,,4.12,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,BRA,Brazil,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHBRA,"World Drink Trends (WDT) 1963-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,4.14,,,,,,4.14,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,UKR,Ukraine,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHUKR,"World Drink Trends (WDT) 1975, 1980-1990; Food and Agriculture Organization of the UN (FAO) 1991-1999; merged (GlobalData, IWSR, OIV, Statistics Ukraine) 2000-2020",,4.39,,,,,,4.39,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,LBR,Liberia,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHLBR,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO [2020 missing], GlobalData, OIV) 2000-2020",,4.43,,,,,,4.43,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,MEX,Mexico,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHMEX,"World Drink Trends (WDT) 1961-1989; Consultores Internacionales 1990-1999; merged (GlobalData, IWSR, OIV) 2000-2006; National Institute of Statistics and Geography 2007-2020",,4.43,,,,,,4.43,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,BWA,Botswana,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHBWA,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO [2020 missing], GlobalData, IWSR) 2000-2020",,4.5,,,,,,4.50,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHSLE,"Food and Agriculture Organization of the UN (FAO) 1990-1999; merged (FAO [2020 missing], GlobalData, Wine Institute) 2000-2020",,4.61,,,,,,4.61,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,CRI,Costa Rica,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHCRI,Food and Agriculture Organization of the UN (FAO) 1961-1999; Instituto sobre Alcoholismo y Farmacodependencia 2000-2020,,4.86,,,,,,4.86,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHLAO,"Food and Agriculture Organization of the UN (FAO) 1961-1999, merged (FAO [2020 missing], GlobalData, IWSR) 2000-2020",,4.93,,,,,,4.93,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,PAN,Panama,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHPAN,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR) 2000-2020",,5.08,,,,,,5.08,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,COG,Congo,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHCOG,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,5.09,,,,,,5.09,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHBHR,"Food and Agriculture Organization of the UN (FAO) 1970-1999; merged (GlobalData, IWSR) 2000-2020",,5.1,,,,,,5.10,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHTTO,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR) 2000-2020",,5.21,,,,,,5.21,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,SUR,Suriname,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHSUR,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,5.25,,,,,,5.25,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,NOR,Norway,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHNOR,"World Drink Trends (WDT) 1961-1966; Norwegian Institute for Alcohol and Drug Research (SIRUS) 1967-1980; Statistics Norway 1981-1999; WHO Global Survey on Alcohol and Health 2000-2004, Statistics Norway 2005-2020",,5.27,,,,,,5.27,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHRUS,World Drink Trends (WDT) 1963-1999; Russian Statistical Office (ROSSTAT) 2000-2020,,5.29,,,,,,5.29,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,MLT,Malta,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHMLT,"Food and Agriculture Organization of the UN (FAO) 1961-1987; World Drink Trends (WDT) 1988-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,5.33,,,,,,5.33,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,ISL,Iceland,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHISL,World Drink Trends  (WDT) 1961-1999; Statistics Iceland 2000-2020,,5.47,,,,,,5.47,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,BLZ,Belize,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHBLZ,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,5.73,,,,,,5.73,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,HTI,Haiti,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHHTI,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,5.74,,,,,,5.74,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,PER,Peru,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHPER,"World Drink Trends (WDT) 1961-1999; merged (FAO [2020 missing], GlobalData, IWSR, OIV) 2000-2020",,5.95,,,,,,5.95,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,GUY,Guyana,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHGUY,"Food and Agriculture Organization of the UN (FAO) 1961-1989; World Drink Trends (WDT) 1990-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,6.06,,,,,,6.06,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,SWZ,Eswatini,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHSWZ,"Food and Agriculture Organization of the UN (FAO) 1990-1999; merged (FAO [2020 missing], GlobalData, OIV) 2000-2020",,6.47,,,,,,6.47,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,CMR,Cameroon,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHCMR,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO, GlobalData, OIV) 2000-2020",,6.5,,,,,,6.50,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,COL,Colombia,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHCOL,"Food and Agriculture Organization of the UN (FAO) 1961-1962; World Drink Trends (WDT)1963-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,6.61,,,,,,6.61,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHARE,Food and Agriculture Organization of the UN (FAO) 1972-1999; IWSR 2000-2020,,6.74,,,,,,6.74,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,RWA,Rwanda,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHRWA,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO [2020 missing], GlobalData, OIV) 2000-2020",,6.87,,,,,,6.87,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,WPR,Western Pacific,Country,JPN,Japan,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHJPN,World Drink Trends (WDT) 1961-1988; National Tax Agency 1989-2020,,7.21,,,,,,7.21,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,SWE,Sweden,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHSWE,World Drink Trends (WDT) 1961-1999; Central Association for Alcohol and Drug Information 2000-2020,,7.21,,,,,,7.21,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,URY,Uruguay,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHURY,"World Drink Trends (WDT) 1961-1999; merged (Direccion General Impositiva, Instituto Nacional de Vitivinicultura) 2000-2020",,7.23,,,,,,7.23,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHZWE,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (WHO Global Survey on Alcohol and Health, Delta Corp., FAO [2020 missing], OIV) 2000-2020",,7.23,,,,,,7.23,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,NGA,Nigeria,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHNGA,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO, GlobalData, IWSR [2000 to 2004 missing], OIV) 2000-2020",,7.26,,,,,,7.26,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHTZA,"Food and Agriculture Organization of the UN (FAO) 1990-1999; merged (FAO [2020 missing], GlobalData, IWSR) 2000-2020",,7.29,,,,,,7.29,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,UGA,Uganda,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHUGA,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO, GlobalData, IWSR) 2000-2020",,7.47,,,,,,7.47,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,PRY,Paraguay,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHPRY,"World Drink Trends (WDT) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,7.48,,,,,,7.48,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,BLR,Belarus,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHBLR,Food and Agriculture Organization of the UN (FAO) 1980-1999; WHO Global Survey on Alcohol and Health 2000-2004; Statistical Yearbook 2005-2020,,7.57,,,,,,7.57,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,LVA,Latvia,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHLVA,World Drink Trends (WDT) 1980-1999; Center for Disease Prevention and Control (SPKC) 2000-2020,,7.79,,,,,,7.79,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,LTU,Lithuania,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHLTU,Food and Agriculture Organization of the UN (FAO) 1984-1999; WHO Global Survey on Alcohol and Health 2000-2004; Statistics Lithuania 2005-2020,,8.04,,,,,,8.04,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,CYP,Cyprus,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHCYP,World Drink Trends  (WDT) 1961-1999; Statistics Cyprus 2000-2020,,8.33,,,,,,8.33,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHVEN,"World Drink Trends (WDT) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,8.34,,,,,,8.34,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,BDI,Burundi,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHBDI,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (FAO [2020 missing], GlobalData, OIV) 2000-2020",,8.35,,,,,,8.35,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,FIN,Finland,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHFIN,National Research and Development Centre for Welfare and Health (STAKES) 1961-1989; Statistics Finland 1990-2020,,8.51,,,,,,8.51,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AFR,Africa,Country,ZAF,South Africa,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHZAF,World Drink Trends (WDT) 1961-1999; South African Wine Industry Information and Systems (SAWIS) 2000-2020,,8.85,,,,,,8.85,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,GRC,Greece,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHGRC,"World Drink Trends (WDT) 1961-1999; merged (GlobalData, IWSR, OIV) 2000-2020",,8.92,,,,,,8.92,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,CHL,Chile,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHCHL,"World Drink Trends  (WDT) 1961-1999; merged (GlobalData, WHO Global Surveys on Alcohol and Health) 2000-2020",,8.93,,,,,,8.93,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,EUR,Europe,Country,POL,Poland,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHPOL,World Drink Trends (WDT) 1961-1999; WHO Global Survey on Alcohol and Health 2000-2004; Statistics Poland 2005-2020,,9.18,,,,,,9.18,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,CAN,Canada,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHCAN,World Drink Trends (WDT) 1961-1992; Statistics Canada 1993-2020,,9.41,,,,,,9.41,,,EN,2018-05-10T22:00:00.000Z
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,1986,false,Beverage Types,All types,ALCOHOLTYPE_SA_TOTAL,,,,,,,DATASOURCE_GISAHLCA,"Food and Agriculture Organization of the UN (FAO) 1961-1999; merged (GlobalData, IWSR) 2000-2020",,9.66,,,,,,9.66,,,EN,2018-05-10T22:00:00.000Z
