IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,55.89,,,51.18,,60.42,55.9 [51.2-60.4],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,57.8,,,55.35,,60.22,57.8 [55.4-60.2],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,WPR,Western Pacific,Country,NIU,Niue,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,58.09,,,53.84,,62.24,58.1 [53.8-62.2],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,58.35,,,55.37,,61.36,58.3 [55.4-61.4],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,5.98,,,5.41,,6.59,6.0 [5.4-6.6],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,6.12,,,4.44,,8.31,6.1 [4.4-8.3],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,KEN,Kenya,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,6.06,,,5.2,,7,6.1 [5.2-7.0],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,SEN,Senegal,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,6.33,,,5.53,,7.19,6.3 [5.5-7.2],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,COG,Congo,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,6.52,,,5.52,,7.64,6.5 [5.5-7.6],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,6.55,,,5.49,,7.74,6.6 [5.5-7.7],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,GMB,Gambia,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,6.62,,,5.71,,7.6,6.6 [5.7-7.6],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,BEN,Benin,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,6.56,,,5.81,,7.33,6.6 [5.8-7.3],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,6.72,,,5.11,,8.58,6.7 [5.1-8.6],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,NGA,Nigeria,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,6.86,,,6.22,,7.51,6.9 [6.2-7.5],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,WPR,Western Pacific,Country,TKL,Tokelau,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,62.24,,,58.7,,65.56,62.2 [58.7-65.6],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,66.21,,,63.93,,68.41,66.2 [63.9-68.4],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,AGO,Angola,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,7.02,,,4.64,,10.02,7.0 [4.6-10.0],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AMR,Americas,Country,HTI,Haiti,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,6.99,,,5.75,,8.5,7.0 [5.7-8.5],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,7.1,,,6.25,,7.95,7.1 [6.3-8.0],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,7.26,,,4.7,,10.41,7.3 [4.7-10.4],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,LBR,Liberia,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,7.56,,,6.49,,8.7,7.6 [6.5-8.7],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,7.6,,,7,,8.25,7.6 [7.0-8.2],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,WPR,Western Pacific,Country,ASM,American Samoa,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,70.33,,,67.37,,73.27,70.3 [67.4-73.3],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,COM,Comoros,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,8.1,,,6.92,,9.37,8.1 [6.9-9.4],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,8.27,,,7.48,,9.14,8.3 [7.5-9.1],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,GHA,Ghana,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,8.55,,,7.85,,9.27,8.5 [7.9-9.3],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,8.62,,,7.42,,9.95,8.6 [7.4-9.9],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,8.65,,,7.8,,9.56,8.7 [7.8-9.6],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,9.06,,,7.4,,10.87,9.1 [7.4-10.9],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,9.18,,,7.62,,10.88,9.2 [7.6-10.9],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,9.45,,,8.16,,10.86,9.5 [8.2-10.9],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,CMR,Cameroon,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,9.71,,,8.78,,10.7,9.7 [8.8-10.7],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,0.44,,,0.39,,0.5,0.4 [0.4-0.5],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,0.72,,,0.52,,0.96,0.7 [0.5-1.0],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,0.93,,,0.76,,1.14,0.9 [0.8-1.1],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,1.34,,,1.17,,1.53,1.3 [1.2-1.5],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,1.38,,,1.11,,1.71,1.4 [1.1-1.7],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,1.49,,,1.23,,1.78,1.5 [1.2-1.8],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,MDG,Madagascar,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,1.54,,,1.18,,2.04,1.5 [1.2-2.0],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,1.76,,,1.43,,2.14,1.8 [1.4-2.1],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,1.9,,,1.62,,2.21,1.9 [1.6-2.2],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,11.46,,,10.33,,12.67,11.5 [10.3-12.7],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,11.46,,,8.77,,14.63,11.5 [8.8-14.6],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,DNK,Denmark,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,11.81,,,11.09,,12.57,11.8 [11.1-12.6],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,NAM,Namibia,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,11.91,,,10.62,,13.27,11.9 [10.6-13.3],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.1,,,11.36,,12.84,12.1 [11.4-12.8],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,GAB,Gabon,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.21,,,10.3,,14.26,12.2 [10.3-14.3],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,BWA,Botswana,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.23,,,10.51,,14.02,12.2 [10.5-14.0],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,MRT,Mauritania,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.28,,,10.39,,14.48,12.3 [10.4-14.5],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,FRA,France,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.34,,,11.46,,13.28,12.3 [11.5-13.3],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.81,,,11.84,,13.84,12.8 [11.8-13.8],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.81,,,9.15,,16.86,12.8 [9.1-16.9],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.92,,,10.8,,15.26,12.9 [10.8-15.3],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,LSO,Lesotho,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.91,,,11.56,,14.3,12.9 [11.6-14.3],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AMR,Americas,Country,CUB,Cuba,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.95,,,11.79,,14.15,12.9 [11.8-14.2],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,13.23,,,12.12,,14.39,13.2 [12.1-14.4],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,AUT,Austria,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,13.27,,,12.11,,14.52,13.3 [12.1-14.5],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,13.47,,,12,,14.97,13.5 [12.0-15.0],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,13.73,,,12.82,,14.7,13.7 [12.8-14.7],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,13.91,,,11.91,,16.01,13.9 [11.9-16.0],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,NOR,Norway,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,14.21,,,12.91,,15.52,14.2 [12.9-15.5],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AMR,Americas,Country,PER,Peru,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,14.24,,,13.4,,15.1,14.2 [13.4-15.1],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AMR,Americas,Country,COL,Colombia,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,14.27,,,13.35,,15.16,14.3 [13.4-15.2],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,ALB,Albania,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,14.46,,,12.66,,16.42,14.5 [12.7-16.4],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AFR,Africa,Country,MUS,Mauritius,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,14.59,,,13.25,,15.93,14.6 [13.2-15.9],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,14.7,,,13.08,,16.46,14.7 [13.1-16.5],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,AMR,Americas,Country,BRA,Brazil,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,14.65,,,13.89,,15.42,14.7 [13.9-15.4],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,ITA,Italy,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,14.84,,,14.07,,15.62,14.8 [14.1-15.6],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,15.02,,,13.03,,17.09,15.0 [13.0-17.1],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,ROU,Romania,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,15.1,,,13.76,,16.54,15.1 [13.8-16.5],,,EN,2024-02-28T23:00:00.000Z
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,15.22,,,12.78,,17.76,15.2 [12.8-17.8],,,EN,2024-02-28T23:00:00.000Z
